status,migration,file
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_importance_analyzer.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_ingestion_scheduler.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\feature_interaction_engine.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_lineage_tracker.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_loader.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_loader_service.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_match_reader.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_adapter.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_interface.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_optimizer.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\feature_pattern_miner.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_pipeline.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_pipeline_runner.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_probability_schema.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_monitor.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_reporter.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_rules.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_engine.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_service.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\feature_reduction_engine.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\feature_registry.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_request_router.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_response_formatter.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_schema.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_selector_ai.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_service.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_service_health.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_snapshot_manager.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_store.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_table_mapper.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_time_series_manager.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_validation_service.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_validator.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\feature_version_manager.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_builder.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_database.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_registry.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_repository.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_repository_v2.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_table_creator.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\home_away_feature_engine.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\intelligent_feature_store.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\model_feedback_collector.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\model_training_exporter.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\prediction_error_analyzer.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\production_release_checker.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\team_form_feature_engine.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\training_dataset_builder.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\validation_dataset_checker.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\validation_production_switch.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_adapter.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_feature_adapter.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_adapter.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_feature_adapter.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_adapter.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_feature_adapter.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_adapter.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_feature_adapter.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_adapter.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_feature_adapter.py
D,归档,E:\football_v\04_Data_Processing_AI\feature_store\catalog\feature_catalog.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\config\database_config.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\config\database_runtime.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\config\database_service_config.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\config\environment_config.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\config\feature_store_config.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\config\ingestion_config.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\config\intelligent_feature_config.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\config\match_data_runtime.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\config\postgres_runtime_config.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\config\production_feature_config.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\config\training_dataset_config.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\registry\adapter_registry.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\registry\feature_registry.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\reports\ai_feature_dataset_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\reports\database_migration_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\reports\database_runtime_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\reports\data_promotion_report.json
D,归档,E:\football_v\04_Data_Processing_AI\feature_store\reports\feature_database_report.json
D,归档,E:\football_v\04_Data_Processing_AI\feature_store\reports\feature_dataset_generation_report.json
D,归档,E:\football_v\04_Data_Processing_AI\feature_store\reports\feature_pipeline_report.json
D,归档,E:\football_v\04_Data_Processing_AI\feature_store\reports\feature_store_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\reports\feature_store_test_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\reports\historical_feature_database_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\reports\historical_feature_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\reports\ingestion_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\reports\intelligent_feature_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\reports\model_feature_mapping_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\reports\production_readiness_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\reports\training_dataset_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\schema\ai_feature_dataset_schema.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\schema\feature_schema.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\schema\historical_feature_schema.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\schema\match_dataset_schema.json
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\schema\match_schema.json
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\tests\ai_feature_dataset_test.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\tests\environment_flow_test.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_database_health_test.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_database_integration_test.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_dataset_generation_test.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_ingestion_test.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_data_test.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_pipeline_test.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_test.py
C,测试验证,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v2.6_full_test.py
A,核心资产，优先迁移,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v3.0_full_test.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_database_test.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_store_test.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\tests\model_feature_adapter_test.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\tests\postgres_runtime_test.py
B,整理后迁移,E:\football_v\04_Data_Processing_AI\feature_store\tests\training_dataset_pipeline_test.py
C,测试验证,E:\football_v\04_Data_Processing_AI\pipeline\pipeline_registry.json
B,整理后迁移,E:\football_v\04_Data_Processing_AI\pipeline\processing_pipeline.py
C,测试验证,E:\football_v\04_Data_Processing_AI\registry\cleaning_registry.json
C,测试验证,E:\football_v\04_Data_Processing_AI\registry\feature_registry.json
C,测试验证,E:\football_v\04_Data_Processing_AI\registry\pipeline_registry.json
C,测试验证,E:\football_v\04_Data_Processing_AI\registry\processing_registry.json
C,测试验证,E:\football_v\04_Data_Processing_AI\registry\transformation_registry.json
C,测试验证,E:\football_v\04_Data_Processing_AI\reports\cleaning_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\reports\feature_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\reports\pipeline_report.json
C,测试验证,E:\football_v\04_Data_Processing_AI\reports\transformation_report.json
B,整理后迁移,E:\football_v\04_Data_Processing_AI\transformation\transformation_engine.py
C,测试验证,E:\football_v\04_Data_Processing_AI\transformation\transformation_rules.json
C,测试验证,E:\football_v\04_PREDICTION_LAYER\database\prediction_service.db
A,核心资产，优先迁移,E:\football_v\04_PREDICTION_LAYER\engine\match_simulation_engine_V2.7.py
A,核心资产，优先迁移,E:\football_v\04_PREDICTION_LAYER\engine\prediction_intelligence_engine_V1.6.py
A,核心资产，优先迁移,E:\football_v\04_PREDICTION_LAYER\engine\prediction_pipeline_V1.6.py
C,测试验证,E:\football_v\04_PREDICTION_LAYER\monitor\prediction_monitor.py
C,测试验证,E:\football_v\04_PREDICTION_LAYER\monitor\prediction_monitor_V1.6.py
C,测试验证,E:\football_v\04_PREDICTION_LAYER\runtime\api_runtime.db
C,测试验证,E:\football_v\04_PREDICTION_LAYER\runtime\prediction_runtime.db
C,测试验证,E:\football_v\04_PREDICTION_LAYER\service\prediction_service_api.py
C,测试验证,E:\football_v\04_PREDICTION_LAYER\service\prediction_service_V1.6.py
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\config\ai_intelligence_config.json
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\controller\model_controller.py
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\FUSION_DECISION_ENGINE\decision_manager.py
B,整理后迁移,E:\football_v\05_AI_Intelligence_Layer\FUSION_DECISION_ENGINE\fusion_engine.py
B,整理后迁移,E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\adapter_base.py
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\adapter_manager.py
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\MODEL_EVALUATION_ENGINE\error_analyzer.py
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\MODEL_EVALUATION_ENGINE\evaluator.py
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_catalog.py
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_registry.py
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_status_manager.py
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_version_manager.py
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\registry\ai_layer_registry.json
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\registry\model_registry.json
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\reports\ai_intelligence_layer_test_report.json
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\SELF_REFLECTION_ENGINE\experience_manager.py
C,测试验证,E:\football_v\05_AI_Intelligence_Layer\SELF_REFLECTION_ENGINE\reflection_engine.py
C,测试验证,E:\football_v\05_MARKET_LAYER\database\market_value.db
C,测试验证,E:\football_v\05_MODEL_AI\MODEL_LAYER\feature_store_connector.py
A,核心资产，优先迁移,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_interface.py
C,测试验证,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_loader.py
C,测试验证,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_registry.py
B,整理后迁移,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_runtime.py
B,整理后迁移,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\backtest_engine.py
C,测试验证,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\model_accuracy_report.py
C,测试验证,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\prediction_tracker.py
C,测试验证,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\roi_analyzer.py
C,测试验证,E:\football_v\05_MODEL_AI\MODEL_LAYER\config\model_config.json
B,整理后迁移,E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\fusion_engine.py
C,测试验证,E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\probability_calculator.py
A,核心资产，优先迁移,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\dixon_coles_model.py
A,核心资产，优先迁移,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\elo_model.py
A,核心资产，优先迁移,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\poisson_model.py
A,核心资产，优先迁移,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\xgboost_model.py
C,测试验证,E:\football_v\05_MODEL_AI\MODEL_LAYER\reports\model_layer_report.json
A,核心资产，优先迁移,E:\football_v\05_MODEL_AI\MODEL_LAYER\tests\model_layer_v1.3_full_test.py
C,测试验证,E:\football_v\06_PREDICTION_ENGINE\confidence_calculator.py
C,测试验证,E:\football_v\06_PREDICTION_ENGINE\correct_score_calculator.py
C,测试验证,E:\football_v\06_PREDICTION_ENGINE\goal_distribution.py
C,测试验证,E:\football_v\06_PREDICTION_ENGINE\market_probability_compare.py
C,测试验证,E:\football_v\06_PREDICTION_ENGINE\prediction_interface.py
C,测试验证,E:\football_v\06_PREDICTION_ENGINE\prediction_registry.py
B,整理后迁移,E:\football_v\06_PREDICTION_ENGINE\prediction_runtime.py
B,整理后迁移,E:\football_v\06_PREDICTION_ENGINE\prediction_service.py
C,测试验证,E:\football_v\06_PREDICTION_ENGINE\probability_calibrator.py
B,整理后迁移,E:\football_v\06_PREDICTION_ENGINE\probability_engine.py
C,测试验证,E:\football_v\06_PREDICTION_ENGINE\risk_engine.py
B,整理后迁移,E:\football_v\06_PREDICTION_ENGINE\score_prediction_engine.py
C,测试验证,E:\football_v\06_PREDICTION_ENGINE\value_analyzer.py
C,测试验证,E:\football_v\06_PREDICTION_ENGINE\config\prediction_config.json
C,测试验证,E:\football_v\06_PREDICTION_ENGINE\reports\prediction_engine_report.json
B,整理后迁移,E:\football_v\06_PREDICTION_ENGINE\tests\prediction_engine_v1.3_full_test.py
C,测试验证,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\connector_manager.py
D,归档,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\dixon_coles_connector.py
D,归档,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\elo_connector.py
D,归档,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\poisson_connector.py
D,归档,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\xgboost_connector.py
C,测试验证,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\confidence_calibration\calibration_engine.py
D,归档,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\confidence_calibration\reliability.py
C,测试验证,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\confidence_engine\confidence_manager.py
C,测试验证,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\config\prediction_config.json
C,测试验证,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\knockout_extension\knockout_engine.py
C,测试验证,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\model_connector\model_connector.py
C,测试验证,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\prediction_api\api_service.py
C,测试验证,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\probability_engine\probability_fusion.py
C,测试验证,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\real_probability_engine\fusion_calculator.py
C,测试验证,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\real_probability_engine\probability_service.py
